path	type	bytes	sha256	link_target	component	port_status	linux_6_6_replacement	build_policy	notes
src/app/diag_v2/src/diag_l3.c	file	18049	568d633d0005cbcaeb82171bfb547ee6520c65ce71c80c7240dab012c2840e52		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/src/diag_led.c	file	14514	4b0a1b6d2ef91c14403ab481f3b1aa825b464c633b8e710b871877c490af4e5e		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/src/diag_main.c	file	3634	118ffd1f9e6cda7b34cc5a02617415222b3799da08f23f3c721bf53cc0259f01		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/src/diag_mirror.c	file	48167	ce6853c393ff649656668556d692b9139c67fb3a3d32e0649f6b64af24881f61		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/src/diag_mpls.c	file	6142	17649aee75cf2030af3f898d1669f97faf22406f3897492f9f7602a1502f11e0		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/src/diag_nic.c	file	19660	037017aa18ddaafa4b55475e1919641ea9ff620346db804882367f35aabafd09		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/src/diag_oam.c	file	128724	486841e085afb3fb776355eaad7f364ccda31279d25a37e9cd45f8b9aec82730		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/src/diag_om.c	file	2843	d966ac1bc6aa090dada56c3afe5724f0663bc437f5b105e52727ed40fc0753e0		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/src/diag_pie.c	file	238786	b1a58fe7ecddc8279a98b94cd952a77986b4d3c15997bb711303f9fb493a48ef		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/src/diag_port.c	file	124491	534ec4f7f2436abb5815c92cab6b531792028babd5808c8d2ecc3c4938bb9e32		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/src/diag_qos.c	file	199311	e509f51e3b3f5fec4452c311cac642d4bd7112cb70d8f34e20ec219aaa269de9		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/src/diag_rate.c	file	95492	76f768fa4812d1d28443261325d6702641d6621b8b6a479881d5a8493d6cecf7		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/src/diag_reg.c	file	7731	5a66e8d48965c7a190aaa7d1a6e2efd9f075993d1fe4131fd703f79cb5cbce5d		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/src/diag_rtl8231.c	file	35329	c24888ce925c68991b6cffb162e91cbb8679f6f7835751df8366cb2f898ee1c9		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/src/diag_sdk.c	file	3482	3128feb66b9684cfa7c585c9189c6f58818dab5ff451e21eb4f8e92e05798412		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/src/diag_sec.c	file	25644	1c72d593da16cd33e6d82561d404ef0d52d49b994d9532d8283d1e7671dfbd69		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/src/diag_smi.c	file	6613	9fab98af25ec3dbe492d44200f6070cc0e3ed484adb4e986c89fdc1516451830		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/src/diag_stp.c	file	7231	e594d3846f285f51c80a772f7499b63598cdc4054db69669bd164e3777af0f68		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/src/diag_svlan.c	file	13237	d139d234dc2fe900f271b08d739b0e454dc43c75a493ab7773b2f1265616ad17		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/src/diag_switch.c	file	48075	1cf9bd4b2756ececd6165e3f5e79a467093766cfdc3fe29ad715ab1fe7db37ec		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/src/diag_time.c	file	11625	702397f7255b7a8260d3474f693cc6223214be008465e7a3d109450a2d91015e		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/src/diag_trap.c	file	226161	06f617e5b2cfc352fe956b79359b80750bb47238c733cb86fd6ae7b93e96c012		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/src/diag_trunk.c	file	48383	2c0a4848b62f18d30f8fb85610cb74368d8150074ac70934d9f5fe44367fe37b		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/src/diag_uart.c	file	3963	87223f5d284ec9b42f402f35b5ba6ad93a8c7af9ee9a9fee78eafe21216b4fb0		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/src/diag_util.c	file	25628	72bd6666ec6b4ac63bde59922398f956a091c69df451c30ecfb464d1de69b83b		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/src/diag_vlan.c	file	168523	57f59e834c14c04549e0d5b2e59cf8f2824a6ff493e38522835388212ee03980		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/src/ext/diag_ext_8380.c	file	2778	d21b6f25b48a308758373c117d91b73f0c9c6b4ea8b88e88cf794c71837fea9f		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/src/ext/diag_ext_8390.c	file	131122	e77328d943b2b75454019a30cb842d46293b1299f13c731d17bd11911d4dc995		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/src/parser/cparser.c	file	31974	efd077a75185acfb30ad50fc90429c82bda092cef3c7808984eb78f24e26aebf		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/src/parser/cparser_fsm.c	file	20244	e479cd3088f04a1f5ebccd081cc2d1342940910a36fe2129448115df6dfc451f		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/src/parser/cparser_io_unix.c	file	6059	ba47cca267601a4d13acd6c9554b9d820ec73365212f66fdd89659dbe2dbb6aa		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/src/parser/cparser_line.c	file	10479	f02d79bca50dea7a148275b2cb9542a3126ba2545ae59c7c810ec43e84b20ed5		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/src/parser/cparser_token.c	file	35298	9b9e3524fe91cc59f2f168aff4bb5155661a07dad215303da3be8d88cd5199ae		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/app/diag_v2/src/parser/cparser_token_tbl.c	file	3716	fe8519db062d67bb50e573f3475b7c8c729239833819b730316490345b2e82c1		diagnostic/example/test	reference-only	OpenWrt userspace tools and standard networking diagnostics	not-built	Diagnostic command source is retained for register/API behavior research.
src/common/rt_error.c	file	17706	4bdba21763c4cd5a884a8d6fbf7446442a06cd0ff25c38c33ca40a700489bd64		SDK common support	legacy-support-library-retained	native Linux helpers or userspace libraries as applicable	not-built	Retained because higher-level SDK sources reference it; not independently a hardware driver.
src/common/util/rt_bitop.c	file	4635	44f627e10019dc334049ded8f926c95623f3e9d28a5012c29b8892e904364f04		SDK common support	legacy-support-library-retained	native Linux helpers or userspace libraries as applicable	not-built	Retained because higher-level SDK sources reference it; not independently a hardware driver.
src/common/util/rt_util.c	file	1325	853bf724443e10c0c79e775d9fb9f5dc57d78be4151d334f652f096871b4c4ba		SDK common support	legacy-support-library-retained	native Linux helpers or userspace libraries as applicable	not-built	Retained because higher-level SDK sources reference it; not independently a hardware driver.
src/dal/cypress/dal_cypress_acl.c	file	358081	6bc46967e68b42c6592e80adc8f0ab3984085d3c0938549c0d1fb4e436717450		data abstraction layer	legacy-control-api-retained	DSA, switchdev, bridge, tc, ethtool and devlink semantics	not-built	The proprietary DAL ABI is not a Linux hardware-driver ABI and is intentionally not loaded in-kernel.
src/dal/cypress/dal_cypress_common.c	file	9467	6d66cb809e792d5cfd834cc90706269a12df03da78472e16153324ba07663f4b		data abstraction layer	legacy-control-api-retained	DSA, switchdev, bridge, tc, ethtool and devlink semantics	not-built	The proprietary DAL ABI is not a Linux hardware-driver ABI and is intentionally not loaded in-kernel.
src/dal/cypress/dal_cypress_diag.c	file	32653	23cbb665043324246266cc8d14fb77b2274a057f5c8f63ee8c0c38bba0b0d658		data abstraction layer	legacy-control-api-retained	DSA, switchdev, bridge, tc, ethtool and devlink semantics	not-built	The proprietary DAL ABI is not a Linux hardware-driver ABI and is intentionally not loaded in-kernel.
src/dal/cypress/dal_cypress_eee.c	file	16717	16e3d062f1b1a1029749d988b2eb15fa19efbe9dcea9fc2999db292cfa336d70		data abstraction layer	legacy-control-api-retained	DSA, switchdev, bridge, tc, ethtool and devlink semantics	not-built	The proprietary DAL ABI is not a Linux hardware-driver ABI and is intentionally not loaded in-kernel.
src/dal/cypress/dal_cypress_flowctrl.c	file	68575	1e555e2d326ff0de0c012d8394665245f4b92bffcadd24585350c9b2c4bf696a		data abstraction layer	legacy-control-api-retained	DSA, switchdev, bridge, tc, ethtool and devlink semantics	not-built	The proprietary DAL ABI is not a Linux hardware-driver ABI and is intentionally not loaded in-kernel.
src/dal/cypress/dal_cypress_l2.c	file	443086	11ed22b5f1106b4308d621447b75ee9f81d59bfe09ef580d0e3d60d0ee5dd0da		data abstraction layer	legacy-control-api-retained	DSA, switchdev, bridge, tc, ethtool and devlink semantics	not-built	The proprietary DAL ABI is not a Linux hardware-driver ABI and is intentionally not loaded in-kernel.
src/dal/cypress/dal_cypress_l3.c	file	11738	cd15411f8865be3d20a796f44931218d3992136e2f350e1ed7455344abab9cfc		data abstraction layer	legacy-control-api-retained	DSA, switchdev, bridge, tc, ethtool and devlink semantics	not-built	The proprietary DAL ABI is not a Linux hardware-driver ABI and is intentionally not loaded in-kernel.
src/dal/cypress/dal_cypress_led.c	file	21623	246cafb42b12a6e993bf9c0842e4e44a7a8c9735585e50e9f927b45c94325c50		data abstraction layer	legacy-control-api-retained	DSA, switchdev, bridge, tc, ethtool and devlink semantics	not-built	The proprietary DAL ABI is not a Linux hardware-driver ABI and is intentionally not loaded in-kernel.
